round_epochs,val_loss,loss,regularizer,lambda,Dropout,hidden_layers,hidden_nodes,epochs
1000,14.319454401967393,12.491678956140884,<function l1 at 0x1a25311bf8>,0.01,0.25,0,100,1000
1000,15.360168626880897,14.326999318694204,<function l1 at 0x1a25311bf8>,0.01,0.5,3,50,1000
1000,16.344141240484795,14.834840774536133,<function l1 at 0x1a25311bf8>,0.1,0.1,1,100,1000
1000,17.892332243101578,16.109304227213357,<function l1 at 0x1a25311bf8>,0.1,0.5,1,200,1000
500,17.743654492662575,16.088461362897068,<function l1 at 0x1a25311bf8>,0.1,0.5,1,100,500
500,14.466193696125202,12.713218431915594,<function l1 at 0x1a25311bf8>,0.01,0.25,0,100,500
300,17.58512363333186,16.161599821304545,<function l1 at 0x1a25311bf8>,0.05,0.5,2,150,300
500,14.416477633654914,12.416422864453844,<function l1 at 0x1a25311bf8>,0.01,0.1,0,150,500
300,19.152760898217675,16.906105637685357,<function l1 at 0x1a25311bf8>,0.1,0.25,3,150,300
500,14.36439059340545,13.016248111141632,<function l1 at 0x1a25311bf8>,0.005,0.5,0,150,500
1000,19.40293410208106,17.13537036036041,<function l1 at 0x1a25311bf8>,0.1,0.1,3,200,1000
300,18.605363473414116,16.341448162852164,<function l1 at 0x1a25311bf8>,0.1,0.25,1,150,300
300,18.60101242870643,16.26973903435678,<function l1 at 0x1a25311bf8>,0.1,0.1,1,200,300
1000,18.856094649725037,16.605528388666,<function l1 at 0x1a25311bf8>,0.05,0.1,3,200,1000
300,14.589102429261622,11.747297249185944,<function l1 at 0x1a25311bf8>,0.005,0.1,1,100,300
500,16.57722080854753,14.8197360335768,<function l1 at 0x1a25311bf8>,0.1,0.1,0,100,500
300,14.699058814539443,11.510351499641738,<function l1 at 0x1a25311bf8>,0.005,0.1,3,50,300
1000,18.627016145509906,16.34649858658338,<function l1 at 0x1a25311bf8>,0.1,0.1,3,100,1000
1000,14.61814900878866,11.29115962712168,<function l1 at 0x1a25311bf8>,0.005,0.1,1,50,1000
300,15.884696847216121,14.200143103421341,<function l1 at 0x1a25311bf8>,0.05,0.1,1,150,300
500,16.292405760068064,14.727081203784705,<function l1 at 0x1a25311bf8>,0.05,0.5,0,200,500
1000,14.291531436990622,12.495059151611674,<function l1 at 0x1a25311bf8>,0.01,0.25,0,150,1000
500,14.916973716665384,13.416927499652314,<function l1 at 0x1a25311bf8>,0.01,0.25,3,100,500
1000,14.118878179615594,11.64633787420841,<function l1 at 0x1a25311bf8>,0.005,0.1,0,100,1000
1000,18.104029288078046,16.797907394029007,<function l1 at 0x1a25311bf8>,0.05,0.5,3,150,1000
300,14.450401202984409,12.73382979854182,<function l1 at 0x1a25311bf8>,0.005,0.25,0,50,300
500,15.287342437653555,10.872391266569005,<function l1 at 0x1a25311bf8>,0.005,0.1,3,50,500
500,15.990544321669123,14.463854198952628,<function l1 at 0x1a25311bf8>,0.05,0.25,0,50,500
300,16.999606129991033,15.620717007603544,<function l1 at 0x1a25311bf8>,0.05,0.5,1,200,300
1000,15.99137102393802,14.218392409932708,<function l1 at 0x1a25311bf8>,0.05,0.25,0,50,1000
500,14.769436870212605,10.856390485407138,<function l1 at 0x1a25311bf8>,0.005,0.1,3,150,500
